# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,
# COLUMN sy_gaiamag:     Gaia Magnitude,,,,,,,,
#,,,,,,,,
pl_name,pl_orbper,pl_bmasse,st_teff,st_rad,st_mass,st_logg,sy_dist,sy_gaiamag
HAT-P-28 b,3.257215,198.953,5680,1.1,1.02,4.36,401.319,12.8718
HAT-P-29 b,5.72319,279.6904,6087,1.3,1.45,4.34,313.576,11.7336
HAT-P-3 b,2.8997,206.5895,5185,0.87,1.06,4.56,134.554,11.2795
HAT-P-30 b,2.8106,263.7989,6304,1.31,1.55,4.36,213.985,10.2998
HAT-P-31 b,5.00542,721.4741,6065,1.39,1.31,4.26,344.05,11.4501
HAT-P-32 b,2.1500082,216.1244,6001,1.37,1.13,4.22,289.205,11.1335
HAT-P-33 b,3.47447,292.4036,6446,1.79,1.82,4.15,396.11,11.0238
HAT-P-34 b,5.452654,1058.3739,6442,1.53,1.39,,249.325,10.1944
HAT-P-35 b,3.646706,335.62848,6096,1.44,1.24,,506.965,12.2802
HAT-P-36 b,1.32734683,587.41341,5620,1.04,1.03,,294.419,12.093
HAT-P-37 b,2.797436,371.528,5500,0.88,0.93,,390.594,13.2615
HAT-P-38 b,4.640382,84.857,5330,0.92,0.89,,255.206,12.3021
HAT-P-39 b,3.54387,190.372,6430,1.62,1.4,,697.004,12.2269
HAT-P-4 b,3.056536,213.255,5860,,,,320.451,11.0634
HAT-P-40 b,4.45724,152.5584,6080,1.94,1.03,3.93,464.469,11.4162
HAT-P-41 b,2.69405,378.2177,6390,2.05,2.56,4.14,348.185,10.939
HAT-P-42 b,4.641878,331.801,5743,1.53,1.18,4.14,405.238,12.0031
HAT-P-43 b,3.3326414,,5693,1.08,1.03,4.38,528.825,13.2165
HAT-P-44 b,4.301219,111.871,5295,0.95,0.94,4.46,347.85,12.9729
HAT-P-44 c,872.2,1271.3,5295,0.95,0.94,4.46,347.85,12.9729
HAT-P-45 b,3.128992,283.492,6330,1.32,1.26,4.3,298.64,12.3977
HAT-P-46 b,4.463129,156.684,6120,1.4,1.28,4.25,290.736,11.6843
HAT-P-49 b,2.69155,699.226,6820,2.06,2.22,4.1,350.351,10.2071
HAT-P-5 b,2.78849,311.4734,5960,1.12,1.04,4.37,303.336,11.8224
HAT-P-50 b,3.1220109,429.0705,6280,1.7,1.27,4.07,515.458,11.6722
HAT-P-51 b,4.2180278,98.20947,5449,1.04,0.98,4.39,440.089,13.2846
HAT-P-52 b,2.7535953,259.98494,5131,0.89,0.89,4.48,361.155,13.787
HAT-P-53 b,1.9616241,471.65972,5956,1.21,1.09,4.31,666.802,13.5142
HAT-P-54 b,3.799847,241.5508,4390,0.62,0.65,4.67,143.651,13.0172
HAT-P-55 b,3.5852467,184.97706,5808,1.01,1.01,4.43,511.388,13.0955
HAT-P-56 b,2.79083,734.1873,6566,1.47,1.42,3.39,320.639,10.8245
HAT-P-57 b,2.4653,448.1403,6330,1.85,2.77,4.25,279.86,10.4253
HAT-P-58 b,4.0138379,118.23217,6078,1.53,1.03,4.08,515.59,12.7202
HAT-P-59 b,4.1419771,489.45575,5678,1.1,1.01,4.36,265.471,11.6787
HAT-P-6 b,3.85298,419.5356,6570,1.62,1.79,4.22,275.358,10.3056
HAT-P-60 b,4.7947813,182.43351,6212,2.2,1.44,3.91,233.22,9.56355
HAT-P-61 b,1.90231289,335.94463,5587,0.94,1,4.5,338.84,12.9386
HAT-P-62 b,2.6453235,241.86742,5629,1.17,1.02,4.31,348.815,12.4362
HAT-P-63 b,3.377728,195.14664,5400,0.97,0.93,4.43,4483.05,19.879
HAT-P-64 b,4.007232,184.34048,6457,1.74,1.3,4.07,651.897,12.6221
HAT-P-65 b,2.6054552,167.49641,5835,1.86,1.21,3.98,738.519,12.9952
HAT-P-66 b,2.972086,248.86089,6002,1.88,1.25,3.99,935.456,12.8922
HAT-P-67 b,4.8101025,108.0622,6406,2.55,1.64,3.85,371.686,9.97496
HAT-P-68 b,2.29840551,230.10892,4508,0.67,0.68,4.62,202.152,13.5442
HAT-P-69 b,4.7869491,1137.8314,7394,1.93,1.65,4.11,341.263,9.77332
HAT-P-7 b,2.20474,584.8072,6389,2,1.56,4.07,341.079,10.3654
HAT-P-70 b,2.74432452,2154.8874,8450,1.86,1.89,4.18,330.739,9.45174
HAT-P-8 b,3.07634,406.8224,6200,1.57,1.27,4.15,211.553,10.1489
HAT-P-9 b,3.92281072,238.05467,6350,1.34,1.28,4.29,455.203,12.1536
HATS-1 b,3.446459,589.55,5870,1.04,0.99,,283.971,11.9363
HATS-10 b,3.312846,167.17858,5880,1.1,1.1,4.39,534.889,12.9838
HATS-11 b,3.619188,,6563,1.54,1.33,4.19,944.603,13.8333
HATS-12 b,3.142702,,6357,1.17,1.16,4.36,746.138,12.6766
HATS-13 b,3.0440499,172.58169,5523,0.89,0.96,4.52,421.855,13.6799
HATS-14 b,2.7667641,340.39593,5346,0.93,0.97,4.48,513.011,13.7712
HATS-15 b,1.74748753,689.6911,5311,0.92,0.87,4.45,1139.55,14.6473
HATS-16 b,2.686502,1039.3041,5738,1.24,0.97,4.24,757.044,13.6864
HATS-17 b,16.254611,425.25654,5846,1.09,1.13,4.42,400.331,12.2179
HATS-18 b,0.83784,629.14449,5600,1.02,1.04,,624.368,13.8786
HATS-2 b,1.354133,427.463,5227,0.9,0.88,4.48,341.925,13.3419
HATS-22 b,4.7228124,870.8542,4803,0.69,0.76,4.64,229.518,13.1225
HATS-23 b,2.1605156,467.2101,5780,1.2,1.12,4.33,639.004,13.752
HATS-24 b,1.3484978,718.2958,6125,1.12,1.07,4.37,494.182,12.6911
HATS-25 b,4.2986432,194.82979,5715,1.11,0.99,4.35,471.158,12.9353
HATS-26 b,3.3023881,206.5895,6071,2.04,1.3,3.94,861.843,12.8431
HATS-27 b,4.637038,168.4499,6438,1.74,1.42,4.11,816.988,12.6792
HATS-28 b,3.1810781,213.58176,5498,0.92,0.93,4.48,535.383,13.7929
HATS-29 b,4.6058749,207.54299,5670,1.07,1.03,4.39,353.891,12.4594
HATS-3 b,3.547851,340.382,6351,1.4,1.21,4.22,411.211,11.8914
HATS-30 b,3.1743516,224.38798,5943,1.06,1.09,4.42,342.14,12.0815
HATS-31 b,3.37796,279.6904,6050,1.87,1.27,4,773.974,12.9613
HATS-32 b,2.8126548,292.4036,5700,1.1,1.1,4.4,745.116,14.2166
HATS-33 b,2.5495551,378.85336,5659,1.02,1.06,4.45,248.46,11.7082
HATS-34 b,2.1061607,299.07803,5380,0.98,0.95,4.43,508.842,13.679
HATS-35 b,1.8209993,388.38826,6300,1.43,1.32,4.24,514.555,12.4605
HATS-36 b,4.175186,,5950,1.1,1.1,4.4,856.436,14.233
HATS-37 A b,4.3315366,31.46517,5326,0.88,0.84,4.48,211.896,11.9978
HATS-38 b,4.375021,23.51942,5732,1.1,0.89,4.3,343.525,12.2781
HATS-39 b,4.5776348,200.2329,6572,1.62,1.38,4.16,878.521,12.6539
HATS-4 b,2.516729,420.471,5403,0.93,1,4.51,416.459,13.2862
HATS-40 b,3.2642736,505.3497,6460,2.26,1.56,3.92,1342.29,13.2842
HATS-41 b,4.193649,3082.951,6424,1.71,1.5,4.14,737.668,12.5892
HATS-42 b,2.292102,597.5204,6060,1.48,1.27,4.2,800.377,13.5627
HATS-43 b,4.3888497,82.95363,5099,0.81,0.84,4.54,362.273,13.4014
HATS-44 b,2.7439004,177.9848,5080,0.85,0.86,4.51,446.035,14.1595
HATS-45 b,4.1876244,222.481,6450,1.31,1.27,4.3,772.11,13.2385
HATS-46 b,4.7423729,54.98459,5495,0.85,0.92,4.54,453.808,13.527
HATS-47 b,3.9228038,117.27927,4512,0.66,0.67,4.63,300.67,14.3998
HATS-48 A b,3.1316666,77.23269,4546,0.72,0.73,4.59,263.609,13.8951
HATS-49 b,4.1480467,112.19399,4405,0.7,0.71,4.6,324.413,14.5449
HATS-5 b,4.763387,75.323,5304,0.87,0.94,4.53,246.384,12.4288
HATS-50 b,3.8297015,123.9537,5990,1.12,1.17,4.41,756.742,13.8936
HATS-51 b,3.3488702,244.09344,5758,1.44,1.19,4.2,389.57,12.3293
HATS-52 b,1.36665436,711.9392,6010,1.05,1.11,4.45,555.134,13.6269
HATS-53 b,3.8537768,189.10885,5644,1.1,0.96,4.34,585.77,13.6564
HATS-54 b,2.5441765,239.32479,5621,1.23,1.05,4.2,748.585,13.7762
HATS-55 b,4.2042001,292.72143,6214,1.13,1.2,4.41,609.838,13.3498
HATS-56 b,4.324799,191.33366,6536,2.2,1.57,3.95,564.409,11.4877
HATS-57 b,2.350621,1000.21101,5587,0.96,1.03,4.48,279.485,12.1816
HATS-58 A b,4.2180896,327.3649,7175,1.43,1.46,4.29,403.591,11.7679
HATS-59 b,5.416081,256.17098,5670,1.04,1.04,4.42,642.884,13.7854
HATS-59 c,1422,4036.441,5670,1.04,1.04,4.42,642.884,13.7854
HATS-6 b,3.3252725,101.38777,3724,0.57,0.57,4.68,169.318,14.3601
HATS-60 b,3.560829,210.40346,5688,1.46,1.1,4.15,486.474,12.5004
HATS-61 b,7.817953,1080.622,5542,1.66,1.08,4.03,679.761,13.0682
HATS-62 b,3.2768837,56.89157,5416,0.93,0.9,4.45,523.067,13.8321
HATS-63 b,3.0566527,305.1168,5627,1.07,0.93,4.35,623.232,13.7213
HATS-64 b,4.908897,305.1168,6554,2.11,1.56,3.98,1080.15,12.839
HATS-65 b,3.105161,260.93843,6277,1.31,1.26,4.3,493.32,12.3793
HATS-66 b,3.1414391,1694.0339,6626,1.84,1.41,4.06,1477.98,14.0086
HATS-67 b,1.6091788,460.8535,6594,1.44,1.44,4.28,960.109,13.5596
HATS-68 b,3.5862202,410.0007,6147,1.75,1.35,4.08,603.955,12.1631
HATS-69 b,2.2252577,183.38791,5137,0.88,0.89,4.5,414.537,13.7643
HATS-7 b,3.185315,38.1396,4985,0.81,0.85,4.54,240.707,13.0499
HATS-70 b,1.8882378,4100.007,7930,1.88,1.78,4.17,1458.83,12.586
HATS-71 b,3.7955202,117.5971,3405,0.48,0.49,4.77,140.225,15.3512
HATS-72 b,7.3279474,39.85588,4656.1,0.72,0.73,4.59,127.589,12.0725
HATS-74 A b,1.73185606,464.02947,3776.9,0.58,0.6,4.7,299.389,15.9837
HATS-75 b,2.7886556,156.05375,3790.4,0.58,0.6,4.68,194.964,14.9033
HATS-76 b,1.9416423,835.57088,4016,0.63,0.66,4.67,385.689,15.7942
HATS-77 b,3.0876262,436.69623,4071,0.64,0.66,4.64,436.176,15.7364
HATS-8 b,3.583893,43.86054,5679,1.09,1.06,4.39,794.637,14.337
HATS-9 b,1.915291,,5599,1.56,1.1,4.1,638.7,13.0983
HD 100546 b,,,10500,,2.4,,109.677,6.65514
HD 100655 b,157.57001,511.7063,4891,10.06,2.28,2.79,137.178,6.17883
HD 100777 b,383.70001,327.3649,5533,1.04,0.83,4.32,49.5336,8.2387
HD 10180 c,5.75969,13.22173,5911,1.11,1.06,4.39,38.9607,7.17261
HD 10180 d,16.357,12.01397,5911,1.11,1.06,4.39,38.9607,7.17261
HD 10180 e,49.748,25.58532,5911,1.11,1.06,4.39,38.9607,7.17261
HD 10180 f,122.744,22.94733,5911,1.11,1.06,4.39,38.9607,7.17261
HD 10180 g,604.67,23.26516,5911,1.11,1.06,4.39,38.9607,7.17261
HD 10180 h,2205,65.66368,5911,1.11,1.06,4.39,38.9607,7.17261
HD 101930 b,70.46,79.4575,5108,0.86,0.57,4.33,30.0274,7.96664
HD 102117 b,20.8133,54.0311,5655,1.23,1.06,4.29,39.5792,7.28191
HD 102195 b,4.11377,130.3103,5301,0.82,0.76,4.49,29.3386,7.84665
HD 102272 b,127.58,1570.0802,4790,10.3,1.45,2.58,347.097,8.40499
HD 102329 b,778.09998,2593.4928,4745,9.82,3.21,2.96,217.107,7.58172
HD 102329 c,1123,483.1016,,,1.3,,217.107,7.58172
HD 102365 b,122.1,16,5630,,0.85,4.57,9.2894,4.71107
HD 102843 b,3090.942,113.9,5436,,0.95,,62.758,9.04883
HD 102956 b,6.4947,305.1168,4985,4.55,1.66,3.38,121.89,7.60844
HD 103197 b,47.84,28.6047,5250,0.88,0.8,4.45,57.1463,9.16421
HD 103720 b,4.5557,197.046,5017,0.73,0.79,4.43,45.5352,9.22376
HD 103774 b,5.8881,116,6489,,1.33,4.26,56.4089,7.00938
HD 103891 b,1919,457.67291,6072,2.22,1.28,3.79,55.5213,6.436
HD 103949 b,120.878,11.2,4792,,0.77,,26.4997,8.38479
HD 104067 b,55.806,50.8528,4937,0.74,0.62,4.49,20.3632,7.62029
HD 10442 b,1032.3,472.61321,4912,1.97,1.01,3.19,135.374,7.57742
HD 104985 b,199.505,2637.9,4877,11,2.3,2.85,100.576,5.49698
HD 105618 b,10.02245,25.42627,,,1.01,,70.0837,8.46692
HD 105618 c,77114.07158,8419.59233,,,1.01,,70.0837,8.46692
HD 105779 b,2412,203.41018,5792,0.94,0.89,4.36,55.2411,8.49018
HD 106252 b,1531,2202.5619,5874,1.1,1.01,4.36,38.185,7.26281
HD 106270 b,1888,3219.6179,5509,2.66,1.39,3.72,93.808,7.39531
HD 106315 b,9.55237,12.6,6327,1.3,1.09,4.25,109.353,8.88841
HD 106315 c,21.05704,15.2,6327,1.3,1.09,4.25,109.353,8.88841
HD 10647 b,989.2,298.75,6218,1.1,1.11,4.62,17.3357,5.38178
HD 106515 A b,3586.86089,3025.09078,,,0.93,,34.0915,7.7777
HD 106906 b,,3496,6516,,1.5,,103.029,7.68639
HD 10697 b,1075.3799,1825.28854,,,0.99,,33.1205,6.10286
HD 107148 b,48.056,66.741,5797,,1.12,4.45,49.4156,7.85111
HD 107148 c,18.3267,19.89606,5752.92,1.17,1.11,4.35,49.4156,7.85111
HD 108147 b,10.8985,82.95,6255.73,1.21,1.22,4.36,38.92,6.85345
HD 108236 b,3.795963,,5660,0.88,0.87,4.49,64.5978,9.08745
HD 108236 c,6.203449,,5660,0.88,0.87,4.49,64.5978,9.08745
HD 108236 d,14.175685,,5660,0.88,0.87,4.49,64.5978,9.08745
HD 108236 e,19.590025,,5660,0.88,0.87,4.49,64.5978,9.08745
HD 108236 f,29.54115,,5660,0.88,0.87,4.49,64.5978,9.08745
HD 108341 b,1129,1112.4,5122,0.79,0.84,4.45,48.9102,9.14337
HD 108863 b,437.7,767.24162,4878,5.74,1.59,3.07,164.742,7.45422
HD 108874 b,394.48123,451.3186,5600,1.05,1.1,4.44,59.5175,8.57502
HD 108874 c,1624,314.64,5551,,0.95,,59.5175,8.57502
HD 109246 b,68.27,273.3338,5844,1.07,1.2,4.46,67.8349,8.5873
HD 109271 b,7.8543,17.162,5783,,1.05,4.28,55.8716,7.87816
HD 109271 c,30.93,24.154,5783,,1.05,4.28,55.8716,7.87816
HD 109286 b,520.1,950.30694,5694,1.09,0.98,4.44,55.4156,8.61599
HD 109749 b,5.239891,85.8141,5824,1.22,1.13,,63.0821,8.02456
HD 10975 b,283.8,143.02278,4840,11.16,1.41,2.48,116.506,5.67103
HD 109833 b,9.188526,,5881,1,1.08,4.45,79.5561,9.13657
HD 109833 c,13.900148,,5881,1,1.08,4.45,79.5561,9.13657
HD 109988 b,17132.15854,6935.33367,,,0.88,,42.5279,8.6605
HD 110014 b,835.477,3524.59,4445,20.9,2.17,2.1,100.758,4.31048
HD 110082 b,10.18271,,6200,1.19,1.21,4.2,105.096,9.11523
HD 110113 b,2.541,4.55,5732,0.97,1,4.46,106.307,9.91036
HD 110113 c,6.744,10.5,5732,0.97,1,4.46,106.307,9.91036
HD 110537 b,24469.67342,8612.832,,,1.02,,45.0858,7.66105
HD 11112 b,17244.90764,2598.56506,,,1.07,,44.3804,6.96653
HD 111232 b,1169.13202,2531.50326,,,0.96,,28.9571,7.40535
HD 111232 c,26472.44623,5740.93452,,,0.96,,28.9571,7.40535
HD 111591 b,1056.4,1398.452,4884,8.03,1.94,3.1,114.166,6.15212
HD 111998 b,825.9,1433.4133,6557,1.45,1.18,4.19,33.2237,5.99548
HD 112640 b,613.2,1589.15,4155,39,1.8,1.7,323.335,6.07664
HD 113337 b,317.58639,1035.80278,,,1.41,,36.18,5.91168
HD 113337 c,5429.93477,6299.67686,,,1.41,,36.18,5.91168
HD 11343 c,228.53731,255.53404,,,2.01,,155.121,7.56075
HD 113538 b,663.2,114.41,4462,0.53,0.58,3.79,16.2817,8.4428
HD 113538 c,1818,295.57,4462,0.53,0.58,3.79,16.2817,8.4428
HD 113996 b,610.2,2002.329,4181,25.11,1.49,1.86,116.334,4.22274
HD 114082 b,109.75,2542.62726,6651,1.49,1.47,4.19,95.3906,8.09394
HD 114386 b,937.70001,362.3262,4836,0.76,0.6,4.45,27.9243,8.41823
HD 114613 b,4000,113.46531,5641,2.14,1.27,3.87,20.2836,4.66174
HD 114729 b,1121.79,262.20975,5844,1.47,0.94,4.05,37.8063,6.51382
HD 114783 b,493.7,349.6,5135,,0.85,,21.0628,7.31783
HD 114783 c,4319,194.19413,,,0.85,,21.0628,7.31783
HD 11505 b,32669.22247,2510.52659,,,1.03,,38.9679,7.25765
HD 11506 b,1613.74017,1551.00263,,,1.12,,51.261,7.37382
HD 11506 c,223.95986,117.27868,,,1.12,,51.261,7.37382
HD 11506 d,14723.57452,2346.52713,,,1.12,,51.261,7.37382
HD 115404 A b,10.49488,30.82936,,,0.83,,10.9816,6.28558
HD 115404 A c,15319.22517,3279.67133,,,0.83,,10.9816,6.28558
HD 115954 b,3700,2634.79749,5957,1.21,1.18,4.15,87.6437,8.18736
HD 116029 b,670,444.962,4819,4.89,0.83,2.98,123.245,7.60909
HD 116029 c,907,403.6441,,,1.33,,123.245,7.60909
HD 117207 b,2621.75,612.14058,5732,1.07,1.05,4.37,32.3547,7.07737
HD 11755 b,433.70001,1789.3829,4312,20.58,0.72,1.67,235.045,6.46378
HD 117618 b,25.8,55.30242,5990,,1.08,4.41,37.7781,7.0216
HD 118203 b,6.1335,886.7457,5864,2.06,1.84,4.08,92.2589,7.89255
HD 11964 b,1945,198,5303,2.01,0.91,3.79,33.5369,6.209
HD 11964 c,37.91,25,5303,2.01,0.91,3.79,33.5369,6.209
HD 11977 b,711,2080,4970,10.09,1.91,2.9,67.9331,4.43863
HD 120084 b,2085.10024,1831.32728,,,2.5,,103.044,5.65211
HD 121504 b,63.33,479.9233,6027,1.07,1.62,4.59,41.6592,7.39023
HD 12235 b,4.36305,10.48834,,,1.1,,31.7627,5.74089
HD 12235 c,36336.70679,3135.69506,,,1.1,,31.7627,5.74089
HD 122562 c,84.96276,73.10053,,,1.24,,53.2528,7.4131
HD 124330 b,270.66,238.37131,5873,,1.15,4.24,60.1977,7.71674
HD 12484 b,58.83,947.1334,5920,,1.01,4.65,48.3367,8.04463
HD 125271 b,14901.99295,3465.60095,,,0.75,,39.3466,9.35594
HD 125390 b,1757.39151,8646.20398,,,1.82,,153.647,7.94061
HD 125595 b,9.6737,6.3566,4691,0.74,0.29,4.17,28.1989,8.6555
HD 125612 b,557.69994,945.22168,,,1.05,,57.6207,8.1559
HD 125612 c,4.15466,15.57359,,,1.05,,57.6207,8.1559
HD 125612 d,2822.72698,2281.37231,,,1.05,,57.6207,8.1559
HD 12648 b,133.60001,622.9468,4835,11.02,0.67,2.18,182.192,6.7184
HD 126525 b,960.41,75.32571,5638,0.98,0.9,4.38,37.6506,7.66978
HD 12661 b,262.70862,772.3269,5645,1.2,1.2,4.36,37.8478,7.24746
HD 12661 c,1708,575.884,5748,1.11,1.02,,37.8478,7.24746
HD 126614 b,1257.25303,107.74383,,,0.96,,73.0961,8.61907
HD 127506 b,65.78395,27.33324,,,0.73,,22.5279,8.33201
HD 128311 b,453.019,562.24127,,0.76,0.83,4.61,16.3292,7.16719
HD 128311 c,921.538,1204.25787,,0.76,0.83,4.61,16.3292,7.16719
HD 128356 b,298.2,282.8687,4875,0.85,0.65,4.52,26.1548,7.97745
HD 129445 b,1840,508.507,,,0.99,,67.4386,8.6178
HD 130322 b,10.70871,365.49,5387,0.85,0.92,4.52,31.8766,7.83448
HD 131496 b,896,572.094,4846,4.44,1.34,3.18,131.849,7.52124
HD 13167 b,2613,1052.0173,5671,2.39,1.35,3.72,148.934,8.15997
HD 13189 b,471.60001,3480.2385,4175,38.41,2.24,1.62,497.823,7.01743
HD 132406 b,974,1709.9254,5783,1.34,1.03,4.2,70.7832,8.28075
HD 132563 b,1544,473.547,6289,1.3,1.23,4.3,105.155,8.85821
HD 133131 A b,649,451.3186,5799,,0.95,4.39,51.4736,8.27532
HD 133131 A c,3568,133.4886,5799,,0.95,4.39,51.4736,8.27532
HD 133131 B b,5769,794.575,5805,,0.93,4.41,51.2993,8.25674
HD 134060 b,3.2696,10.1,5966,,1.09,4.43,24.0125,6.13951
HD 134060 c,1291.5646,29.29,5966,,1.09,4.43,24.0125,6.13951
HD 134987 b,258.17999,511.7063,5736,1.22,1.1,4.31,26.1804,6.28994
HD 134987 c,5000,260,5585,1.25,1.1,,26.1804,6.28994
HD 135872 b,2422.32597,1744.56013,,,1.65,,82.4251,7.02764
HD 136118 b,1187.59765,4164.18779,,,1.18,,51.4359,6.79664
HD 136352 b,11.57797,4.72,5664,1.06,0.87,4.39,14.682,5.48495
HD 136352 c,27.59221,11.24,5664,1.06,0.87,4.39,14.682,5.48495
HD 136352 d,107.245,8.82,5664,1.06,0.87,4.39,14.682,5.48495
HD 136418 b,464.29999,680.1562,4989,3.78,1.48,3.45,105.168,7.60946
HD 136925 b,4540,266.97586,5773.19,1.19,0.88,4.23,47.874,7.74447
HD 13724 c,142.22895,50.85255,,,1,,43.465,7.73003
HD 137388 b,330,63.566,5181,0.88,0.68,4.39,40.4841,8.47996
HD 137496 b,1.62116,4.04,5799,1.59,1.04,4.05,155.317,9.77168
HD 137496 c,479.9,2434.5656,5799,1.59,1.04,4.05,155.317,9.77168
HD 13808 b,14.1815,11.2,5035,0.78,0.77,,28.2305,8.11006
HD 13808 c,53.753,9.96,5035,0.78,0.77,,28.2305,8.11006
HD 13908 b,19.382,274.91,6255,1.67,1.29,4.11,79.5515,7.3845
HD 13908 c,931,1630.4,6255,1.67,1.29,4.11,79.5515,7.3845
HD 13931 b,4218,699.226,5867,1.25,1.3,4.36,47.3963,7.45464
HD 139357 b,1124.79139,6315.56828,,,2.69,,112.09,5.6303
HD 1397 b,11.53533,131.89945,5521,2.34,1.32,3.82,79.5702,7.59336
HD 14067 b,2721.23479,5001.66564,,,2.58,,142.024,6.23751
HD 140901 b,9.02378,15.57359,,,0.99,,15.2528,5.83135
HD 140901 c,7417.50547,1997.23371,,,0.99,,15.2528,5.83135
HD 141004 b,15.5083,13.63484,5885.38,1.39,1.05,4.17,11.8148,4.27965
HD 141399 b,94.44,143.34133,5600,,1.07,4.28,37.0169,7.00926
HD 141399 c,201.99,422.7139,5600,,1.07,4.28,37.0169,7.00926
HD 141399 d,1069.8,375.0394,5600,,1.07,4.28,37.0169,7.00926
HD 141399 e,5000,209.7678,5600,,1.07,4.28,37.0169,7.00926
HD 141937 b,653.21997,3079.7727,5870,1.03,1.09,4.45,33.3622,7.09149
HD 142 A d,108.45299,82.63539,,,1.21,,26.1853,5.58442
HD 142 b,351.43394,396.96768,,,1.21,,26.1853,5.58442
HD 142 c,10159.64279,3464.64746,,,1.21,,26.1853,5.58442
HD 142022 A b,1928,1411.1652,5421,1.04,0.9,4.35,34.2802,7.51423
HD 142245 b,1299,975.7381,4922,4.63,3.5,3.65,97.2305,7.18949
HD 142415 b,386.29999,530.7761,5940,1.04,1.07,4.44,35.5318,7.17789
HD 143105 b,2.1974,384.5743,6380,,1.51,4.37,46.7789,6.62583
HD 143361 b,1039.15,1122.57556,5507,0.92,0.97,4.47,68.5146,9.01602
HD 144899 b,40.43914,20.34102,,,1.16,,115.665,8.81343
HD 145377 b,103.95,1913.3366,6014,1.05,1.2,4.47,53.4884,7.96999
HD 145457 b,176.3,708.7609,4769,10.52,1.23,2.48,135.292,6.28309
HD 145675 c,15732.45889,1597.08775,,,0.91,,17.9323,6.383
HD 145934 b,2751.53433,658.54046,,,2.06,,227.881,8.24065
HD 1461 b,5.77152,6.44,5765,,1.02,4.38,23.4534,6.29454
HD 1461 c,13.5052,5.59,5765,,1.02,4.38,23.4534,6.29454
HD 147018 b,44.236,674,5441,,0.93,4.42,40.4256,8.11145
HD 147018 c,1008,2080,5441,,0.93,4.42,40.4256,8.11145
HD 147379 b,86.78,28.55,4156,,0.6,,10.7643,7.90052
HD 147513 b,528.4,385,5883,,1.11,4.51,12.9032,5.22664
HD 14787 b,676.6,356.28743,4946,5.01,1.43,3.23,119.137,7.37839
HD 147873 b,116.596,1633.6462,5972,2.29,1.38,3.86,109.055,7.81828
HD 147873 c,491.54,731.009,5972,2.29,1.38,3.86,109.055,7.81828
HD 148156 b,1027,270.144,6308,1.21,1.22,4.56,57.1289,7.55508
HD 148164 b,328.55,390.9309,6032,1.34,1.21,,77.1971,8.0907
HD 148164 c,5062,1640.0028,6032,1.34,1.21,,77.1971,8.0907
HD 148427 b,331.5,413.179,5025,3.86,1.64,3.48,71.3499,6.63542
HD 149026 b,2.87589,120.7754,6179,1.41,1.42,4.37,75.8643,8.01416
HD 149143 b,4.07182,422.7139,5856,1.44,1.2,,73.2801,7.74081
HD 149806 b,16521.52778,4003.68444,,,0.93,,20.2727,6.86807
HD 150010 b,562,762.78818,4153,16.2,1.3,2.1,144.49,5.86642
HD 1502 b,428.5,874.0325,4947,4.67,1.46,3.18,190.953,8.10417
HD 150706 b,5894,861.28,5961,0.96,1.17,4.5,28.2697,6.85038
HD 151450 b,21.89288,38.45724,,,1.14,,43.6002,7.28278
HD 151450 c,18144.76236,1636.18064,,,1.14,,43.6002,7.28278
HD 152079 b,2918.92,845.74563,5907,1.13,1.15,4.37,87.8888,9.01051
HD 152581 b,686.5,594.02427,5027,5.14,1.3,3.29,165.76,8.12746
HD 152843 b,11.6264,11.56,6310,1.43,1.15,4.19,107.898,8.76412
HD 152843 c,24.38,27.5,6310,1.43,1.15,4.19,107.898,8.76412
HD 15337 b,4.75615,7.51,5125,0.86,0.9,4.53,44.8155,8.85598
HD 15337 c,17.1784,8.11,5125,0.86,0.9,4.53,44.8155,8.85598
HD 153557 b,7.29903,20.34102,,,0.79,,17.9412,7.50548
HD 153557 c,15.27018,17.48056,,,0.79,,17.9412,7.50548
HD 153557 d,40654.64809,8725.66109,,,0.79,,17.9412,7.50548
HD 153950 b,499.39999,937.5985,6124,1.28,1.25,4.32,48.4549,7.23813
HD 154088 b,18.56,6.6,5374,,0.91,4.37,18.2692,6.36693
HD 154345 b,3341.55884,260.6206,5468,0.85,0.71,4.43,18.284,6.56771
HD 154672 b,163.94,1706.7471,5743,1.32,1.18,4.27,63.0484,8.03732
HD 154857 b,408.60001,778.6835,5589,2.3,1.96,4.01,63.4482,7.04837
HD 154857 c,3452,819.97,5605,1.76,1.72,3.82,63.4482,7.04837
HD 155193 b,352.65,238.37131,6239,,1.22,4.26,57.7995,6.86686
HD 155358 b,194.3,314.6517,5905,1.38,1.15,4.22,43.6197,7.12074
HD 155358 c,391.9,261,5900,,0.92,4.16,43.6197,7.12074
